row,stim_idx,edit_type,word_orig,in_ctx,in_full_prefix,d_own,d_pos2,d_foreign,d_noinj
154,45,corrupt_det,"2008""",False,False,10.97076952457428,2.8914623260498047,-1.239175796508789,-0.2779369354248047
155,45,corrupt_det,"""20""",True,True,27.822880625774815,4.353546142578125,4.0833282470703125,3.614603042602539
156,46,corrupt,Hawaiian,True,True,16.51763939857483,21.03136184997857,3.2268104553222656,3.4463939666748047
156,46,corrupt_det,Hawaiian,True,True,27.84284996986389,32.34211662597954,11.96620750427246,13.556432723999023
157,46,corrupt_det,"""Her",False,False,9.374999046325684,9.281251907348633,1.625,4.25
158,46,corrupt,American,True,True,3.937499523162842,2.625,-1.3125,-5.5
158,46,corrupt_det,American,True,True,11.515624523162842,8.218749046325684,2.875,3.609375
159,46,corrupt,"Mormonism.""",False,False,9.327924728393556,1.8812217712402344,-2.536823272705078,-3.2577056884765625
159,46,corrupt_det,American,True,True,12.687500953674316,1.5390625,7.140625,6.203125
161,47,corrupt,Raw,False,False,5.143353223800659,6.27155876159668,6.369269371032715,4.1016693115234375
161,47,corrupt_det,"""After",True,True,10.75000023841858,8.593749523162842,4.78125,-3.625
162,47,corrupt_det,"""Sm""",True,True,39.040995989809744,-15.894901275634766,-6.557186126708984,-15.849054336547852
163,48,corrupt_det,Wikipedia,False,False,22.324219539761543,18.47558546066284,13.859375,23.414062201976776
164,48,corrupt_det,"""Haji",False,False,27.539650201797485,16.311487197875977,-1.8326473236083984,12.29786491394043
165,48,corrupt_det,Elephanta,True,True,11.147587776184082,7.515290260314941,-8.92183780670166,-1.2494430541992188
166,48,corrupt_det,Elephanta,True,True,13.38895845413208,9.28388214111328,-12.908687591552734,-11.155121326446531
167,49,corrupt_det,TV,False,False,8.531249523162842,4.125,1.34375,0.8125
168,49,corrupt_det,"""The",True,True,14.11843854188919,8.976679801940918,10.864315509796144,11.273358345031738
169,49,corrupt_det,FBI,True,True,17.624999701976776,7.40625,-3.656249046325683,1.6796875
170,50,corrupt,Spanish,False,True,6.625000178813934,-3.3125,-6.28125,-2.999999523162842
170,50,corrupt_det,Spanish,False,True,19.757813155651093,0.421875,4.437500953674316,4.4375
171,50,corrupt,"(""Love",True,True,5.0625,-4.062498092651367,-3.4375,-4.6875
171,50,corrupt_det,"""Another",False,False,1.0,0.5000004768371582,2.8125,-2.375
172,50,corrupt,"Illness""",False,False,5.874937534332275,0.4358482360839844,2.785968780517578,-3.5243825912475586
172,50,corrupt_det,"""Time""",True,True,43.74632586158987,7.400260925292969,6.722759246826172,-2.1762237548828125
174,51,corrupt,meteorological,True,True,9.686708450317385,7.243514060974121,-0.9652462005615234,-4.66896915435791
174,51,corrupt_det,"""Meteorological""",True,True,11.974445343017578,6.379062652587891,-0.7019844055175781,1.0747203826904297
175,51,corrupt,"""development""",False,False,16.519095420837402,1.591997146606445,1.9599380493164065,0.3803768157958984
175,51,corrupt_det,"""Meteorological""",True,True,35.021810829639435,13.919422149658203,1.9689826965332031,0.9214458465576172
177,52,corrupt,numbered,False,False,13.37500000745058,10.999999903142452,9.49999976158142,3.6875
177,52,corrupt_det,Korean,False,True,9.125000178813934,2.4375,-5.625,-2.875
178,52,corrupt,Korean,False,True,4.4374998807907104,1.562499761581421,-0.328125,-0.625
178,52,corrupt_det,1st,False,False,11.760824203491213,11.245816469192505,8.261310577392578,9.702383041381836
179,52,corrupt_det,1935,False,False,-1.041504144668579,-2.5797362327575684,0.6625938415527344,0.2411031723022461
180,53,corrupt,Michigan.,True,True,13.889655113220217,18.12480735778809,1.344522476196289,1.7450637817382812
180,53,corrupt_det,US,True,True,20.39843726158142,23.804688215255737,-1.125,12.978515625
181,53,corrupt,western,False,False,3.25,-0.78125,-0.375,1.953125
181,53,corrupt_det,"""The",True,True,7.6250001192092896,9.124999925494194,13.437499642372131,7.9375
182,53,corrupt,"Michigan""",True,True,17.742446780204773,17.993323400616646,-0.5712480545043945,3.075418472290039
182,53,corrupt_det,"""Lower",False,False,20.97656273841858,0.625,6.6484375,1.9375009536743164
