row,stim_idx,claim_idx,n_claims,is_last,has_det,error,cos_claim,cos_corrupt,cos_paraphrase,cos_corrupt_det,d_true_corrupt,d_true_para,d_para_corrupt,d_true_det
250,72,1,3,False,True,,0.8723685864547969,0.8491590014118414,0.7268662663979308,0.8592383861764186,0.02320958504295545,0.14550232005686603,-0.12229273501391058,0.013130200278378301
251,72,2,3,True,True,,0.8922066811353058,0.8950030000293967,0.8880443009957879,0.8899540977655932,-0.0027963188940909323,0.004162380139517863,-0.006958699033608795,0.0022525833697125686
252,73,0,6,False,True,,0.5833206256861923,0.5693952109835761,0.5731371149051263,0.5676436107355876,0.013925414702616101,0.010183510781065941,0.0037419039215501604,0.015677014950604695
253,73,1,6,False,True,,0.6367413582211413,0.6436859679562211,0.5198521416820285,0.6405399503226522,-0.006944609735079821,0.11688921653911277,-0.1238338262741926,-0.0037985921015109003
254,73,2,6,False,True,,0.7659436010685886,0.7267055187069948,0.6692840956714944,0.7512319914790749,0.03923808236159376,0.09665950539709423,-0.05742142303550046,0.014711609589513674
257,73,5,6,True,True,,0.6780214464119229,0.6620295983326726,0.6228351709061001,0.6403571814160496,0.015991848079250248,0.05518627550582278,-0.03919442742657253,0.037664264995873276
258,74,0,3,False,True,,0.5305039054514754,0.5245234991003074,0.5324090708306418,0.5174315213447563,0.005980406351168033,-0.001905165379166407,0.00788557173033444,0.01307238410671907
260,74,2,3,True,True,,0.8954228761052097,0.8964202275153276,0.8400663172817115,0.8894354468103169,-0.0009973514101179193,0.0553565588234981,-0.05635391023361602,0.00598742929489271
261,75,0,3,False,True,,0.30833343089338966,0.2561445005570214,0.30382813294800637,0.277669774272285,0.05218893033636823,0.004505297945383291,0.04768363239098494,0.03066365662110465
262,75,1,3,False,True,,0.7173416858431884,0.7032913135975759,0.617306423529882,0.6821910237924638,0.014050372245612452,0.1000352623133064,-0.08598489006769394,0.03515066205072459
263,75,2,3,True,True,,0.7832582717356897,0.7778936036975642,0.7789765296016898,0.7386038106391982,0.00536466803812552,0.0042817421339998996,0.00108292590412562,0.044654461096491516
264,76,0,3,False,False,,0.16817526556108894,0.1510507395105594,0.1627258661423163,,0.017124526050529554,0.005449399418772649,0.011675126631756905,
265,76,1,3,False,True,,0.7218698237745736,0.6997348114607015,0.5215092509084254,0.7191819674014104,0.02213501231387216,0.20036057286614828,-0.17822556055227612,0.0026878563731632665
266,76,2,3,True,True,,0.7798162995098278,0.777682777936368,0.774774827332745,0.7612559525241701,0.0021335215734598068,0.005041472177082729,-0.002907950603622922,0.018560346985657672
267,77,0,3,False,False,,0.46530246116322804,0.47135367547663837,0.4535087278743101,,-0.006051214313410325,0.011793733288917918,-0.017844947602328243,
268,77,1,3,False,True,,0.5818334666950825,0.584733468912158,0.5413488445164535,0.6045841512735983,-0.002900002217075537,0.040484622178629026,-0.04338462439570456,-0.022750684578515812
