row,stim_idx,claim_idx,n_claims,is_last,edit_type,single_word,error,word_pos,word_orig,word_corrupt,lp_orig,lp_corrupt,n_tok_orig,n_tok_corrupt,d_inj,lp_orig_noinj,lp_corrupt_noinj,d_noinj,d_inj_minus_noinj
162,47,2,3,True,corrupt_det,True,,2.0,"""Sm""","""Mayor""",-0.00027903460431843996,-39.04127502441406,3.0,3.0,39.040995989809744,-32.72920227050781,-16.88014793395996,-15.849054336547852,54.890050326357596
163,48,0,4,False,corrupt,False,,,,,,,,,,,,,
163,48,0,4,False,corrupt_det,True,,1.0,Wikipedia,Test,-0.22322766482830048,-22.547447204589844,1.0,1.0,22.324219539761543,-0.15552359819412231,-23.5695858001709,23.414062201976776,-1.0898426622152328
164,48,1,4,False,corrupt,False,,,,,,,,,,,,,
164,48,1,4,False,corrupt_det,True,,2.0,"""Haji","""SmackDown",-2.0108296871185303,-29.550479888916016,3.0,4.0,27.539650201797485,-16.168041229248047,-28.465906143188477,12.29786491394043,15.241785287857056
165,48,2,4,False,corrupt,False,,,,,,,,,,,,,
165,48,2,4,False,corrupt_det,True,,9.0,Elephanta,Glasgow,-3.340726852416992,-14.488314628601074,3.0,1.0,11.147587776184082,-15.924239158630371,-14.674796104431152,-1.2494430541992188,12.3970308303833
166,48,3,4,True,corrupt,False,,,,,,,,,,,,,
166,48,3,4,True,corrupt_det,True,,12.0,Elephanta,United,-2.522984027862549,-15.911942481994629,3.0,1.0,13.38895845413208,-15.136207580566406,-3.981086254119873,-11.155121326446533,24.544079780578613
167,49,0,3,False,corrupt,False,,,,,,,,,,,,,
167,49,0,3,False,corrupt_det,True,,17.0,TV,The,-1.8953595161437988,-10.42660903930664,1.0,1.0,8.531249523162842,-13.034229278564453,-13.846729278564453,0.8125,7.718749523162842
168,49,1,3,False,corrupt,False,,,,,,,,,,,,,
168,49,1,3,False,corrupt_det,True,,2.0,"""The","""Eagle",-0.8979913592338562,-15.016429901123047,2.0,3.0,14.11843854188919,-5.270586967468262,-16.5439453125,11.273358345031738,2.8450801968574524
169,49,2,3,True,corrupt,False,,,,,,,,,,,,,
169,49,2,3,True,corrupt_det,True,,8.0,FBI,Texas,-0.08991271257400513,-17.71491241455078,1.0,1.0,17.624999701976776,-11.103052139282227,-12.782739639282227,1.6796875,15.945312201976776
170,50,0,3,False,corrupt,True,,8.0,Spanish,German,-0.2884686589241028,-6.913468837738037,1.0,1.0,6.625000178813934,-9.081376075744629,-6.081376552581787,-2.999999523162842,9.624999701976776
170,50,0,3,False,corrupt_det,True,,8.0,Spanish,China,-0.2884686589241028,-20.046281814575195,1.0,1.0,19.757813155651093,-9.081376075744629,-13.518876075744629,4.4375,15.320313155651093
171,50,1,3,False,corrupt,True,,15.0,"(""Love","(""War",-9.031644821166992,-14.094144821166992,2.0,2.0,5.0625,-19.606313705444336,-14.918813705444336,-4.6875,9.75
171,50,1,3,False,corrupt_det,True,,2.0,"""Another","""Black",-5.465450286865234,-6.465450286865234,2.0,2.0,1.0,-12.645586967468262,-10.270586967468262,-2.375,3.375
172,50,2,3,True,corrupt,True,,25.0,"Illness""","Death""",-1.375655174255371,-7.2505927085876465,3.0,2.0,5.874937534332275,-13.102738380432129,-9.57835578918457,-3.5243825912475586,9.399320125579834
172,50,2,3,True,corrupt_det,True,,2.0,"""Time""","""Westminster""",-0.00015317283396143466,-43.74647903442383,3.0,4.0,43.74632586158987,-24.482555389404297,-22.306331634521484,-2.1762237548828125,45.92254961647268
173,51,0,4,False,corrupt,False,,,,,,,,,,,,,
174,51,1,4,False,corrupt,True,,10.0,meteorological,biological,-3.708263397216797,-13.39497184753418,2.0,1.0,9.686708450317383,-16.199949264526367,-11.530980110168457,-4.66896915435791,14.355677604675293
174,51,1,4,False,corrupt_det,True,,2.0,"""Meteorological""","""Spirit""",-11.630138397216797,-23.604583740234375,4.0,3.0,11.974445343017578,-20.725534439086914,-21.800254821777344,1.0747203826904297,10.899724960327148
175,51,2,4,False,corrupt,True,,26.0,"""development""","""cessation""",-7.298535346984863,-23.817630767822266,3.0,4.0,16.519095420837402,-18.59019660949707,-18.97057342529297,0.38037681579589844,16.138718605041504
175,51,2,4,False,corrupt_det,True,,2.0,"""Meteorological""","""Raw""",-0.39097756147384644,-35.41278839111328,4.0,3.0,35.021810829639435,-18.528650283813477,-19.450096130371094,0.9214458465576172,34.10036498308182
177,52,0,3,False,corrupt,True,,13.0,numbered,alphabetical,-0.037388794124126434,-13.412388801574707,1.0,1.0,13.37500000745058,-5.521668434143066,-9.209168434143066,3.6875,9.68750000745058
177,52,0,3,False,corrupt_det,True,,5.0,Korean,US,-0.1547287106513977,-9.279728889465332,1.0,1.0,9.125000178813934,-7.72116231918335,-4.84616231918335,-2.875,12.000000178813934
178,52,1,3,False,corrupt,True,,15.0,Korean,Chinese,-1.3324304819107056,-5.769930362701416,1.0,1.0,4.4374998807907104,-4.748509407043457,-4.123509407043457,-0.625,5.0624998807907104
178,52,1,3,False,corrupt_det,True,,7.0,1st,3st,-1.1496667861938477,-12.910490989685059,3.0,3.0,11.760824203491211,-9.977254867553711,-19.679637908935547,9.702383041381836,2.058441162109375
179,52,2,3,True,corrupt,False,,,,,,,,,,,,,
179,52,2,3,True,corrupt_det,True,,6.0,1935,1942,-3.056549310684204,-2.015045166015625,5.0,5.0,-1.041504144668579,-12.0200834274292,-12.261186599731445,0.2411031723022461,-1.2826073169708252
180,53,0,3,False,corrupt,True,,19.0,Michigan.,Hawaii.,-10.813822746276855,-24.70347785949707,2.0,2.0,13.889655113220215,-18.896198272705078,-20.64126205444336,1.7450637817382812,12.144591331481934
180,53,0,3,False,corrupt_det,True,,10.0,US,Anna,-1.26570725440979,-21.66414451599121,1.0,1.0,20.39843726158142,-5.693672180175781,-18.67218780517578,12.978515625,7.419921636581421
181,53,1,3,False,corrupt,True,,42.0,western,eastern,-5.111467361450195,-8.361467361450195,1.0,1.0,3.25,-10.909539222717285,-12.862664222717285,1.953125,1.296875
181,53,1,3,False,corrupt_det,True,,2.0,"""The","""Ohio",-1.2158297300338745,-8.840829849243164,2.0,2.0,7.6250001192092896,-5.270586967468262,-13.208086967468262,7.9375,-0.31249988079071045
182,53,2,3,True,corrupt,True,,34.0,"Michigan""","Florida""",-1.5436879396438599,-19.286134719848633,2.0,2.0,17.742446780204773,-13.276729583740234,-16.352148056030273,3.075418472290039,14.667028307914734
182,53,2,3,True,corrupt_det,True,,33.0,"""Lower","""NBC",-3.2744901180267334,-24.251052856445312,2.0,2.0,20.97656273841858,-14.774958610534668,-16.712459564208984,1.9375009536743164,19.039061784744263
183,54,0,3,False,corrupt,False,,,,,,,,,,,,,
183,54,0,3,False,corrupt_det,True,,7.0,British,Route,-1.046099305152893,-18.858354568481445,1.0,1.0,17.812255263328552,-9.012331008911133,-17.447877883911133,8.435546875,9.376708388328552
184,54,1,3,False,corrupt,True,,5.0,John,Jack,-3.0024354457855225,-3.7524354457855225,1.0,1.0,0.75,-4.674413681030273,-8.955663681030273,4.28125,-3.53125
184,54,1,3,False,corrupt_det,True,,2.0,"""Another","""Initially",-7.453192234039307,-17.01569366455078,2.0,2.0,9.562501430511475,-17.48651695251465,-21.01776695251465,3.53125,6.031251430511475
185,54,2,3,True,corrupt,True,,38.0,"homosexual,""","heterosexual,""",-17.3538818359375,-25.902053833007812,2.0,2.0,8.548171997070312,-21.648807525634766,-22.545040130615234,0.8962326049804688,7.651939392089844
185,54,2,3,True,corrupt_det,True,,2.0,"""Carter""","""Haitian""",-0.0001939434587256983,-46.72235870361328,4.0,5.0,46.722164760154556,-36.639530181884766,-38.449039459228516,1.80950927734375,44.912655482810806
186,55,0,3,False,corrupt,False,,,,,,,,,,,,,
187,55,1,3,False,corrupt,True,,23.0,slowed,soared,-4.208162307739258,-10.770662307739258,1.0,1.0,6.5625,-12.91569709777832,-12.79069709777832,-0.125,6.6875
187,55,1,3,False,corrupt_det,True,,4.0,13,20,-3.8420462608337402,-5.4426798820495605,3.0,3.0,1.6006336212158203,-4.671409606933594,-5.526848793029785,0.8554391860961914,0.7451944351196289
188,55,2,3,True,corrupt,False,,,,,,,,,,,,,
188,55,2,3,True,corrupt_det,True,,23.0,"(""When","(""Lake",-12.006721496582031,-17.38172149658203,2.0,2.0,5.375,-16.960708618164062,-18.648208618164062,1.6875,3.6875
189,56,0,5,False,corrupt,True,,15.0,chronological,antediluvian,-0.9618985652923584,-29.369895935058594,1.0,4.0,28.407997369766235,-7.202964782714844,-22.671546936035156,15.468582153320312,12.939415216445923
190,56,1,5,False,corrupt,False,,,,,,,,,,,,,
190,56,1,5,False,corrupt_det,True,,3.0,"""The","""Fokker",-3.1260528564453125,-22.764867782592773,2.0,4.0,19.63881492614746,-5.874821662902832,-19.475732803344727,13.600911140441895,6.037903785705566
191,56,2,5,False,corrupt,False,,,,,,,,,,,,,
192,56,3,5,False,corrupt,True,,12.0,'birth,'death,-15.290586471557617,-23.540586471557617,2.0,2.0,8.25,-16.86081314086914,-16.64206314086914,-0.21875,8.46875
192,56,3,5,False,corrupt_det,True,,11.0,"(""His","(""Parliament",-2.3357810974121094,-22.554689407348633,2.0,3.0,20.218908309936523,-8.812539100646973,-11.811858177185059,2.999319076538086,17.219589233398438
193,56,4,5,True,corrupt,False,,,,,,,,,,,,,
195,57,1,4,False,corrupt,True,,10.0,airborne,ground,-15.021199226379395,-15.200886726379395,1.0,1.0,0.1796875,-20.02878189086914,-18.43503189086914,-1.59375,1.7734375
195,57,1,4,False,corrupt_det,True,,3.0,"""While","""SmackDown",-3.640510320663452,-32.13734817504883,2.0,4.0,28.496837854385376,-14.214110374450684,-30.206178665161133,15.99206829071045,12.504769563674927
196,57,2,4,False,corrupt,True,,15.0,presence,absence,-11.901294708251953,-14.213794708251953,1.0,1.0,2.3125,-12.064664840698242,-12.111539840698242,0.046875,2.265625
197,57,3,4,True,corrupt,True,,27.0,"""possible""","""impossible""",-3.1196672916412354,-17.95594024658203,3.0,4.0,14.836272954940796,-16.336286544799805,-21.716949462890625,5.38066291809082,9.455610036849976
197,57,3,4,True,corrupt_det,True,,4.0,"""Although","""Sound",-4.459019660949707,-24.83401870727539,2.0,2.0,20.374999046325684,-16.65554428100586,-17.92116928100586,1.265625,19.109374046325684
198,58,0,3,False,corrupt,False,,,,,,,,,,,,,
198,58,0,3,False,corrupt_det,True,,5.0,TV,Thursday,-1.0882076025009155,-15.619457244873047,1.0,1.0,14.531249642372131,-13.086194038391113,-15.758069038391113,2.671875,11.859374642372131
199,58,1,3,False,corrupt,True,,10.0,positive,negative,-0.6085249185562134,-7.546024799346924,1.0,1.0,6.9374998807907104,-8.345182418823242,-9.220182418823242,0.875,6.0624998807907104
199,58,1,3,False,corrupt_det,True,,3.0,"""Critical","""Churchill",-14.833745956420898,-22.321544647216797,2.0,3.0,7.487798690795898,-16.503751754760742,-20.401647567749023,3.8978958129882812,3.589902877807617
200,58,2,3,True,corrupt,True,,8.0,"(""Positive","(""Negative",-0.09924615919589996,-6.974246025085449,2.0,2.0,6.874999865889549,-14.057440757751465,-14.041815757751465,-0.015625,6.890624865889549
200,58,2,3,True,corrupt_det,True,,8.0,"(""Positive","(""Championship",-0.09924615919589996,-26.81623077392578,2.0,3.0,26.71698461472988,-14.057440757751465,-17.96462059020996,3.907179832458496,22.809804782271385
201,59,0,3,False,corrupt,True,,9.0,Florida,Antarctica,-1.1851454973220825,-21.34139633178711,1.0,1.0,20.156250834465027,-14.823979377746582,-19.2614803314209,4.437500953674316,15.71874988079071
201,59,0,3,False,corrupt_det,True,,9.0,Florida,However,-1.1851454973220825,-17.63192367553711,1.0,1.0,16.446778178215027,-14.823979377746582,-17.3864803314209,2.5625009536743164,13.88427722454071
202,59,1,3,False,corrupt,True,,19.0,Indian,Mississippi,-2.9763596057891846,-9.913859367370605,1.0,1.0,6.937499761581421,-6.704885482788086,-5.392385482788086,-1.3125,8.249999761581421
202,59,1,3,False,corrupt_det,False,,,,,,,,,,,,,
203,59,2,3,True,corrupt,False,,,,,,,,,,,,,
204,60,0,3,False,corrupt,True,,10.0,military,culinary,-1.0844873189926147,-14.053236961364746,1.0,1.0,12.968749642372131,-6.275190353393555,-14.087690353393555,7.8125,5.156249642372131
206,60,2,3,True,corrupt,False,,,,,,,,,,,,,
206,60,2,3,True,corrupt_det,True,,2.0,"""American""","""Spears""",-4.935198376188055e-05,-46.28852844238281,3.0,4.0,46.28847909039905,-20.1241397857666,-27.361797332763672,7.23765754699707,39.05082154340198
207,61,0,5,False,corrupt,True,,14.0,U.S.,Canadian,-1.1994092464447021,-11.917634963989258,3.0,1.0,10.718225717544556,-9.987525939941406,-11.109880447387695,1.122354507446289,9.595871210098267
207,61,0,5,False,corrupt_det,True,,10.0,African,The,-0.05812466889619827,-16.526874542236328,1.0,1.0,16.46874987334013,-6.3547844886779785,-8.354784965515137,2.000000476837158,14.468749396502972
208,61,1,5,False,corrupt,True,,5.0,historical,alien,-0.7780703902244568,-19.6061954498291,1.0,1.0,18.828125059604645,-5.731358528137207,-16.176671981811523,10.445313453674316,8.382811605930328
209,61,2,5,False,corrupt,True,,9.0,increased,decreased,-2.25514554977417,-8.317646026611328,1.0,1.0,6.062500476837158,-7.694669246673584,-9.913418769836426,2.218749523162842,3.8437509536743164
209,61,2,5,False,corrupt_det,True,,5.0,"1980s,","1987s,",-1.3553142547607422,-14.349358558654785,7.0,7.0,12.994044303894043,-9.908183097839355,-19.247135162353516,9.33895206451416,3.655092239379883
210,61,3,5,False,corrupt,False,,,,,,,,,,,,,
210,61,3,5,False,corrupt_det,True,,1.0,"1980,","1987,",-14.627540588378906,-17.01506805419922,6.0,6.0,2.3875274658203125,-20.901586532592773,-21.14466667175293,0.24308013916015625,2.1444473266601562
211,61,4,5,True,corrupt,False,,,,,,,,,,,,,
211,61,4,5,True,corrupt_det,True,,7.0,"1960's""),","1967's""),",-29.52721405029297,-32.75926208496094,7.0,7.0,3.2320480346679688,-20.312097549438477,-20.736120223999023,0.4240226745605469,2.808025360107422
212,62,0,3,False,corrupt,False,,,,,,,,,,,,,
213,62,1,3,False,corrupt,False,,,,,,,,,,,,,
213,62,1,3,False,corrupt_det,True,,27.0,1970s,1977s,-1.7245807647705078,-18.472240447998047,6.0,6.0,16.74765968322754,-11.333826065063477,-22.306995391845703,10.973169326782227,5.7744903564453125
214,62,2,3,True,corrupt,True,,25.0,"""Bellow""","""Banana""",-0.04247744381427765,-19.40550422668457,4.0,4.0,19.363026782870293,-16.61725616455078,-18.974714279174805,2.3574581146240234,17.00556866824627
214,62,2,3,True,corrupt_det,True,,2.0,"""Saul""","""Palm""",-2.3722426703898236e-05,-32.72266387939453,4.0,4.0,32.72264015696783,-36.85779571533203,-36.51461410522461,-0.3431816101074219,33.06582176707525
215,63,0,3,False,corrupt,True,,11.0,Coca-Cola's,Pepsi-Cola's,-0.18995392322540283,-9.627568244934082,3.0,3.0,9.43761432170868,-12.967296600341797,-21.110942840576172,8.143646240234375,1.2939680814743042
216,63,1,3,False,corrupt,True,,24.0,highs,lows,-2.2796709537506104,-5.404670715332031,1.0,1.0,3.124999761581421,-4.023923397064209,-7.148923397064209,3.125,-2.384185791015625e-07
216,63,1,3,False,corrupt_det,True,,3.0,"""In","""Los",-1.86470365524292,-16.755329132080078,2.0,2.0,14.890625476837158,-8.44525146484375,-16.22650146484375,7.78125,7.109375476837158
217,63,2,3,True,corrupt,True,,10.0,profits,losses,-6.260550498962402,-12.948050498962402,1.0,1.0,6.6875,-12.292535781860352,-12.483942031860352,0.19140625,6.49609375
218,64,0,3,False,corrupt,True,,9.0,"I,","II,",-0.698164701461792,-2.747725009918213,2.0,2.0,2.049560308456421,-3.4829940795898438,-4.730993270874023,1.2479991912841797,0.8015611171722412
218,64,0,3,False,corrupt_det,True,,8.0,Charles,War,-0.408237487077713,-11.22073745727539,1.0,1.0,10.812499970197678,-3.642742395401001,-9.892742156982422,6.249999761581421,4.562500208616257
219,64,1,3,False,corrupt,True,,33.0,January,July,-5.445714950561523,-7.820714950561523,1.0,1.0,2.375,-12.843733787536621,-13.078108787536621,0.234375,2.140625
219,64,1,3,False,corrupt_det,True,,34.0,1640's,1647's,-5.574268817901611,-10.134174346923828,6.0,6.0,4.559905529022217,-12.878472328186035,-15.060380935668945,2.18190860748291,2.3779969215393066
220,64,2,3,True,corrupt,False,,,,,,,,,,,,,
220,64,2,3,True,corrupt_det,True,,32.0,22,29,-2.3239047527313232,-5.448904991149902,3.0,3.0,3.125000238418579,-11.141247749328613,-11.641247749328613,0.5,2.625000238418579
221,65,0,3,False,corrupt,False,,,,,,,,,,,,,
222,65,1,3,False,corrupt,True,,42.0,reunion.,breakup.,-13.757417678833008,-21.54477310180664,2.0,2.0,7.787355422973633,-25.419387817382812,-23.796815872192383,-1.6225719451904297,9.409927368164062
222,65,1,3,False,corrupt_det,True,,3.0,"""After","""Marshall",-8.623645782470703,-20.65270233154297,2.0,3.0,12.029056549072266,-14.406071662902832,-15.174983024597168,0.7689113616943359,11.26014518737793
223,65,2,3,True,corrupt,False,,,,,,,,,,,,,
223,65,2,3,True,corrupt_det,True,,2.0,"""Destiny""","""King""",-0.00018440280109643936,-26.480918884277344,4.0,3.0,26.480734481476247,-25.194488525390625,-21.95269775390625,-3.241790771484375,29.722525252960622
224,66,0,4,False,corrupt,True,,7.0,Japanese,French,-0.2519805431365967,-11.564480781555176,1.0,1.0,11.312500238418579,-7.31643533706665,-8.753934860229492,1.4374995231628418,9.875000715255737
224,66,0,4,False,corrupt_det,True,,7.0,Japanese,City,-0.2519805431365967,-19.53322982788086,1.0,1.0,19.281249284744263,-7.31643533706665,-16.933622360229492,9.617187023162842,9.664062261581421
225,66,1,4,False,corrupt,True,,22.0,Japan,Italy,-0.7036635875701904,-10.45366382598877,1.0,1.0,9.750000238418579,-5.155821323394775,-6.905821323394775,1.75,8.000000238418579
225,66,1,4,False,corrupt_det,True,,25.0,18th,25th,-1.834641456604004,-11.484919548034668,4.0,4.0,9.650278091430664,-4.585129737854004,-8.811595916748047,4.226466178894043,5.423811912536621
226,66,2,4,False,corrupt,False,,,,,,,,,,,,,
226,66,2,4,False,corrupt_det,True,,15.0,China,Social,-0.9459103941917419,-21.14122200012207,1.0,1.0,20.19531160593033,-3.932246208190918,-10.807246208190918,6.875,13.320311605930328
227,66,3,4,True,corrupt,False,,,,,,,,,,,,,
228,67,0,5,False,corrupt,True,,12.0,scientific,fictional,-1.288883924484253,-16.101383209228516,1.0,1.0,14.812499284744263,-8.333480834960938,-12.458480834960938,4.125,10.687499284744263
229,67,1,5,False,corrupt,True,,19.0,'Lithobates','Rana',-10.066313743591309,-12.802605628967285,6.0,4.0,2.7362918853759766,-12.719168663024902,-11.803200721740723,-0.9159679412841797,3.6522598266601562
229,67,1,5,False,corrupt_det,True,,3.0,"""Its","""US",-4.956459999084473,-18.36271095275879,2.0,2.0,13.406250953674316,-12.749821662902832,-13.374821662902832,0.625,12.781250953674316
231,67,3,5,False,corrupt,True,,4.0,mid-number,high-number,-1.5447008609771729,-23.921533584594727,2.0,2.0,22.376832723617554,-2.4960856437683105,-20.79262924194336,18.29654359817505,4.080289125442505
231,67,3,5,False,corrupt_det,True,,2.0,"""1""","""3""",-0.0017421607626602054,-13.869180679321289,3.0,3.0,13.867438518558629,-26.16463851928711,-27.17344856262207,1.008810043334961,12.858628475223668
234,68,1,3,False,corrupt,False,,,,,,,,,,,,,
234,68,1,3,False,corrupt_det,True,,2.0,"""The","""During",-0.4462209939956665,-9.321221351623535,2.0,2.0,8.875000357627869,-5.270586967468262,-14.520586967468262,9.25,-0.37499964237213135
235,68,2,3,True,corrupt,False,,,,,,,,,,,,,
235,68,2,3,True,corrupt_det,True,,2.0,"""Aggi""","""Divine""",-0.032791052013635635,-41.93849182128906,4.0,4.0,41.90570076927543,-32.08717727661133,-25.899492263793945,-6.187685012817383,48.09338578209281
238,69,2,4,False,corrupt,True,,3.0,.,!,-4.569979190826416,-18.538728713989258,1.0,1.0,13.968749523162842,-23.859228134155273,-25.890478134155273,2.03125,11.937499523162842
239,69,3,4,True,corrupt,False,,,,,,,,,,,,,
239,69,3,4,True,corrupt_det,True,,9.0,"(""While","(""Black",-17.75836753845215,-21.41461753845215,2.0,2.0,3.65625,-18.70696449279785,-16.73821449279785,-1.96875,5.625
240,70,0,3,False,corrupt,False,,,,,,,,,,,,,
240,70,0,3,False,corrupt_det,True,,11.0,Protestant,Road,-0.5329615473747253,-21.861085891723633,1.0,1.0,21.328124344348907,-5.233410835266113,-18.792491912841797,13.559081077575684,7.769043266773224
241,70,1,3,False,corrupt,False,,,,,,,,,,,,,
241,70,1,3,False,corrupt_det,True,,17.0,"1930s""","1937s""",-1.2498022317886353,-18.44840431213379,7.0,7.0,17.198602080345154,-9.927372932434082,-21.316612243652344,11.389239311218262,5.809362769126892
242,70,2,3,True,corrupt,True,,36.0,"Ohio""","Hawaii""",-12.263801574707031,-27.451229095458984,2.0,2.0,15.187427520751953,-18.642711639404297,-18.777803421020508,0.13509178161621094,15.052335739135742
242,70,2,3,True,corrupt_det,True,,16.0,"""The","""Stromeyer",-11.025138854980469,-34.32054901123047,2.0,4.0,23.29541015625,-5.5743303298950195,-23.827106475830078,18.25277614593506,5.042634010314941
243,71,0,6,False,corrupt,False,,,,,,,,,,,,,
244,71,1,6,False,corrupt,True,,5.0,A.,B.,-3.905686140060425,-5.8035969734191895,2.0,2.0,1.8979108333587646,-8.603826522827148,-9.570344924926758,0.9665184020996094,0.9313924312591553
244,71,1,6,False,corrupt_det,True,,3.0,"""The","""Americans",-4.440695285797119,-23.74538230895996,2.0,2.0,19.304687023162842,-5.874821662902832,-17.68732261657715,11.812500953674316,7.492186069488525
245,71,2,6,False,corrupt,False,,,,,,,,,,,,,
246,71,3,6,False,corrupt,True,,10.0,A.,Z.,-2.834953546524048,-9.066582679748535,2.0,2.0,6.231629133224487,-9.34990406036377,-16.16806411743164,6.818160057067871,-0.5865309238433838
247,71,4,6,False,corrupt,True,,29.0,A.,B.,-3.3965206146240234,-6.303949356079102,2.0,2.0,2.907428741455078,-9.636484146118164,-11.514097213745117,1.8776130676269531,1.029815673828125
249,72,0,3,False,corrupt,True,,17.0,2005,2025,-1.8057082891464233,-18.97196388244629,5.0,5.0,17.166255593299866,-6.343672275543213,-10.121844291687012,3.778172016143799,13.388083577156067
249,72,0,3,False,corrupt_det,True,,17.0,2005,2012,-1.8057082891464233,-3.9225597381591797,5.0,5.0,2.1168514490127563,-6.343672275543213,-6.366238117218018,0.022565841674804688,2.0942856073379517
250,72,1,3,False,corrupt,False,,,,,,,,,,,,,
250,72,1,3,False,corrupt_det,True,,3.0,"""While","""Reason",-4.563232421875,-18.938232421875,2.0,2.0,14.375,-14.437321662902832,-19.15607261657715,4.718750953674316,9.656249046325684
251,72,2,3,True,corrupt,True,,33.0,Bresnan,Cook,-4.0037665367126465,-5.4500651359558105,3.0,1.0,1.446298599243164,-17.556365966796875,-10.637884140014648,-6.918481826782227,8.36478042602539
251,72,2,3,True,corrupt_det,True,,5.0,"(""Young","(""The",-10.628128051757812,-3.6281280517578125,2.0,2.0,-7.0,-16.50270652770996,-7.7683305740356445,-8.734375953674316,1.7343759536743164
252,73,0,6,False,corrupt,True,,12.0,factual,fictional,-0.8886572122573853,-10.794907569885254,1.0,1.0,9.906250357627869,-8.379587173461914,-14.551462173461914,6.171875,3.7343753576278687
252,73,0,6,False,corrupt_det,True,,9.0,"""Artificial","""Russian",-3.762249708175659,-12.139335632324219,3.0,2.0,8.37708592414856,-13.15083122253418,-9.428939819335938,-3.721891403198242,12.098977327346802
253,73,1,6,False,corrupt,True,,9.0,positive,negative,-2.721395492553711,-5.096395492553711,1.0,1.0,2.375,-7.890826225280762,-8.328326225280762,0.4375,1.9375
253,73,1,6,False,corrupt_det,True,,2.0,"""The","""Parma",-5.528723239898682,-26.220779418945312,2.0,3.0,20.69205617904663,-8.861515998840332,-26.006710052490234,17.145194053649902,3.5468621253967285
254,73,2,6,False,corrupt,False,,,,,,,,,,,,,
254,73,2,6,False,corrupt_det,True,,10.0,'AI','PCA',-10.540563583374023,-19.725101470947266,3.0,3.0,9.184537887573242,-19.552988052368164,-19.462528228759766,-0.09045982360839844,9.27499771118164
257,73,5,6,True,corrupt,True,,10.0,"AI...""),","DOG...""),",-32.30901336669922,-40.62155532836914,3.0,4.0,8.312541961669922,-40.30340576171875,-43.64514923095703,3.3417434692382812,4.970798492431641
257,73,5,6,True,corrupt_det,True,,10.0,"AI...""),","One...""),",-32.30901336669922,-35.94673156738281,3.0,3.0,3.6377182006835938,-40.30340576171875,-39.058013916015625,-1.245391845703125,4.883110046386719
258,74,0,3,False,corrupt,True,,12.0,Scottish,English,-1.491342544555664,-3.241342544555664,1.0,1.0,1.75,-9.41400146484375,-8.07025146484375,-1.34375,3.09375
258,74,0,3,False,corrupt_det,True,,12.0,Scottish,Imagine,-1.491342544555664,-9.460092544555664,1.0,1.0,7.96875,-9.41400146484375,-13.86712646484375,4.453125,3.515625
260,74,2,3,True,corrupt,True,,29.0,"""positive","""negative",-0.16279906034469604,-12.725298881530762,2.0,2.0,12.562499821186066,-13.266432762145996,-12.672682762145996,-0.59375,13.156249821186066
260,74,2,3,True,corrupt_det,True,,16.0,"(""The","(""David",-5.01881217956543,-19.51881217956543,2.0,2.0,14.5,-5.808051109313965,-8.495551109313965,2.6875,11.8125
261,75,0,3,False,corrupt,True,,14.0,Haitian,Japanese,-1.1472938060760498,-14.49104118347168,2.0,1.0,13.34374737739563,-18.689178466796875,-12.6910400390625,-5.998138427734375,19.341885805130005
261,75,0,3,False,corrupt_det,True,,14.0,Haitian,Another,-1.1472938060760498,-19.97541618347168,2.0,1.0,18.82812237739563,-18.689178466796875,-20.7379150390625,2.048736572265625,16.779385805130005
262,75,1,3,False,corrupt,False,,,,,,,,,,,,,
262,75,1,3,False,corrupt_det,True,,4.0,"Temblble""","Over""",-7.332220077514648,-21.288421630859375,4.0,2.0,13.956201553344727,-39.369693756103516,-14.715509414672852,-24.654184341430664,38.61038589477539
263,75,2,3,True,corrupt,False,,,,,,,,,,,,,
263,75,2,3,True,corrupt_det,True,,2.0,"""Tremble""","""Deathless""",-0.4112991392612457,-37.5987548828125,5.0,4.0,37.187455743551254,-45.90989685058594,-31.07386589050293,-14.836030960083008,52.02348670363426
264,76,0,3,False,corrupt,False,,,,,,,,,,,,,
265,76,1,3,False,corrupt,False,,,,,,,,,,,,,
265,76,1,3,False,corrupt_det,True,,2.0,"""The","""Stromeyer",-7.8121442794799805,-42.8331298828125,2.0,4.0,35.02098560333252,-8.861515998840332,-28.213699340820312,19.35218334197998,15.668802261352539
266,76,2,3,True,corrupt,True,,23.0,"collapsing""),","floating""),",-0.6062191724777222,-23.490991592407227,2.0,2.0,22.884772419929504,-19.896484375,-20.292327880859375,0.395843505859375,22.48892891407013
266,76,2,3,True,corrupt_det,True,,17.0,"(""The","(""This",-4.509359836578369,-16.196861267089844,2.0,2.0,11.687501430511475,-10.225858688354492,-11.788358688354492,1.5625,10.125001430511475
267,77,0,3,False,corrupt,True,,10.0,"silver,","gold,",-2.3129682540893555,-2.7510781288146973,2.0,2.0,0.4381098747253418,-12.964427947998047,-12.398330688476562,-0.5660972595214844,1.0042071342468262
268,77,1,3,False,corrupt,False,,,,,,,,,,,,,
268,77,1,3,False,corrupt_det,True,,2.0,"""The","""Byzantine",-8.061610221862793,-27.87173843383789,2.0,4.0,19.810128211975098,-8.861515998840332,-22.282514572143555,13.420998573303223,6.389129638671875
269,77,2,3,True,corrupt,True,,45.0,"impure.""","pure.""",-12.5277099609375,-14.904058456420898,3.0,2.0,2.3763484954833984,-22.027679443359375,-17.244808197021484,-4.782871246337891,7.159219741821289
