row,stim_idx,claim_idx,n_claims,is_last,edit_type,single_word,error,word_pos,word_orig,word_corrupt,lp_orig,lp_corrupt,n_tok_orig,n_tok_corrupt,d_inj,lp_orig_noinj,lp_corrupt_noinj,d_noinj,d_inj_minus_noinj
145,42,1,3,False,corrupt_det,True,,2.0,"""Once","""John",-15.06422233581543,-26.97047233581543,2.0,2.0,11.90625,-19.29901695251465,-11.986516952514648,-7.3125,19.21875
146,42,2,3,True,corrupt,True,,31.0,"""world""","""hell""",-7.2973713874816895,-36.256309509277344,3.0,3.0,28.958938121795654,-14.82039737701416,-18.113338470458984,3.292941093444824,25.66599702835083
147,43,0,3,False,corrupt,True,,16.0,"""Darkwolf,""","""Dawnlight,""",-4.95731782913208,-21.22840118408203,4.0,5.0,16.27108335494995,-19.261507034301758,-19.269208908081055,0.007701873779296875,16.263381481170654
147,43,0,3,False,corrupt_det,True,,16.0,"""Darkwolf,""","""Oakland,""",-4.95731782913208,-17.821426391601562,4.0,4.0,12.864108562469482,-19.261507034301758,-13.87823486328125,-5.383272171020508,18.24738073348999
148,43,1,3,False,corrupt,False,,,,,,,,,,,,,
148,43,1,3,False,corrupt_det,True,,3.0,"""His","""Saul",-1.1412442922592163,-12.265340805053711,2.0,3.0,11.124096512794495,-6.82025146484375,-14.464715957641602,7.644464492797852,3.479632019996643
149,43,2,3,True,corrupt,False,,,,,,,,,,,,,
150,44,0,3,False,corrupt,True,,17.0,gangster's,puppy's,-1.5472135543823242,-18.020034790039062,3.0,2.0,16.47282123565674,-15.255699157714844,-15.501405715942383,0.24570655822753906,16.2271146774292
151,44,1,3,False,corrupt,False,,,,,,,,,,,,,
151,44,1,3,False,corrupt_det,False,,,,,,,,,,,,,
152,44,2,3,True,corrupt,False,,,,,,,,,,,,,
152,44,2,3,True,corrupt_det,True,,23.0,"(""He","(""Two",-15.23285961151123,-17.232860565185547,2.0,2.0,2.0000009536743164,-11.319961547851562,-15.038711547851562,3.71875,-1.7187490463256836
153,45,0,3,False,corrupt,False,,,,,,,,,,,,,
154,45,1,3,False,corrupt,True,,21.0,"20""),","1900""),",-0.8367635011672974,-24.723854064941406,4.0,6.0,23.88709056377411,-12.038849830627441,-12.135273933410645,0.09642410278320312,23.790666460990906
154,45,1,3,False,corrupt_det,True,,10.0,"2008""","2015""",-1.3575319051742554,-12.328301429748535,6.0,6.0,10.97076952457428,-11.862075805664062,-11.584138870239258,-0.2779369354248047,11.248706459999084
155,45,2,3,True,corrupt,False,,,,,,,,,,,,,
155,45,2,3,True,corrupt_det,True,,2.0,"""20""","""27""",-1.0609576747810934e-05,-27.822891235351562,4.0,4.0,27.822880625774815,-27.968698501586914,-31.583301544189453,3.614603042602539,24.208277583172276
156,46,0,4,False,corrupt,True,,8.0,Hawaiian,Siberian,-0.2853124141693115,-16.80295181274414,1.0,2.0,16.51763939857483,-14.970085144042969,-18.416479110717773,3.4463939666748047,13.071245431900024
156,46,0,4,False,corrupt_det,True,,8.0,Hawaiian,Dracaena,-0.2853124141693115,-28.128162384033203,1.0,3.0,27.84284996986389,-14.970085144042969,-28.526517868041992,13.556432723999023,14.286417245864868
157,46,1,4,False,corrupt,False,,,,,,,,,,,,,
157,46,1,4,False,corrupt_det,True,,2.0,"""Her","""NBC",-8.178153038024902,-17.553152084350586,2.0,2.0,9.374999046325684,-11.395586967468262,-15.645586967468262,4.25,5.124999046325684
158,46,2,4,False,corrupt,True,,2.0,American,British,-7.108587741851807,-11.046087265014648,1.0,1.0,3.937499523162842,-11.311741828918457,-5.811741828918457,-5.5,9.437499523162842
158,46,2,4,False,corrupt_det,True,,2.0,American,The,-7.108587741851807,-18.62421226501465,1.0,1.0,11.515624523162842,-11.311741828918457,-14.921116828918457,3.609375,7.906249523162842
159,46,3,4,True,corrupt,True,,36.0,"Mormonism.""","Islam"".",-12.55418586730957,-21.882110595703125,3.0,2.0,9.327924728393555,-25.183019638061523,-21.92531394958496,-3.2577056884765625,12.585630416870117
159,46,3,4,True,corrupt_det,True,,6.0,American,Later,-8.651310920715332,-21.33881187438965,1.0,1.0,12.687500953674316,-10.9246826171875,-17.1278076171875,6.203125,6.484375953674316
161,47,1,3,False,corrupt,True,,36.0,Raw,SmackDown,-2.759676694869995,-7.903029918670654,1.0,3.0,5.143353223800659,-11.66219425201416,-15.763863563537598,4.1016693115234375,1.0416839122772217
161,47,1,3,False,corrupt_det,True,,3.0,"""After","""Is",-2.1882169246673584,-12.938217163085938,2.0,2.0,10.750000238418579,-13.38275146484375,-9.75775146484375,-3.625,14.375000238418579
162,47,2,3,True,corrupt,False,,,,,,,,,,,,,
