stim_idx,doc_idx,split,token_type,entropy_nats,top1_prob,topic_true,topic_foreign,foreign_stim_idx,topic_in_default_explanation,error,yn_true,yn_foreign,yn_conf,yn_torn,yn_true_noinj,yn_foreign_noinj,yn_conf_noinj,yn_torn_noinj,yn_true_swap,yn_foreign_swap,cc_true,cc_foreign,n_tok_true,n_tok_foreign,cc_true_pt,cc_foreign_pt,cc_true_swap,cc_foreign_swap,cc_true_swap_pt,cc_foreign_swap_pt,cc_true_noinj,cc_foreign_noinj,cc_true_noinj_pt,cc_foreign_noinj_pt,cc_true_corr,cc_foreign_corr
90,549,eval,word_initial,2.167982578277588,0.3316154778003692,10.6 ° compared to 7 ° for Mercury and 17 ° for Pluto) and moderately eccentric (e,Erving Goffman,190,False,,1.6875,2.6875,3.25,2.25,0.0625,3.4375,2.4375,3.5625,2.125,6.3125,-154.51800537109375,-44.21290588378906,26,5,-5.943000206580529,-8.842581176757813,-189.8509979248047,-12.069263458251953,-7.301961458646334,-2.4138526916503906,-163.72598266601562,-18.790613174438477,-6.297153179462139,-3.7581226348876955,9.207977294921875,-25.422292709350586
91,219,eval,word_initial,0.0475771948695182,0.9948154091835022,Gertrude Barrows Bennett,West End Girls,191,False,,2.375,2.4375,2.75,2.25,2.9375,3.0,2.4375,3.5625,3.0,3.1875,-23.73666763305664,-31.21001434326172,6,3,-3.956111272176107,-10.403338114420572,-43.33647155761719,-28.455585479736328,-7.222745259602864,-9.48519515991211,-27.835168838500977,-28.138708114624023,-4.639194806416829,-9.379569371541342,4.098501205444336,-3.0713062286376953
92,531,eval,word_initial,2.2687408924102783,0.3313552737236023,Memory Almost Full,SS El Sol,192,False,,2.875,3.0,3.1875,3.1875,2.6875,2.75,2.4375,3.5625,-0.5,0.4375,-36.20995330810547,-52.76285934448242,3,3,-12.069984436035156,-17.58761978149414,-45.21288299560547,-30.597522735595703,-15.070960998535156,-10.199174245198568,-37.568058013916016,-36.470245361328125,-12.522686004638672,-12.156748453776041,1.3581047058105469,-16.292613983154297
93,416,eval,punctuation,2.8696203231811523,0.3769293129444122,Khoo Kheng-Hor,Cicely Mary Barker,193,False,,1.5,1.75,2.0625,2.0,2.625,3.1875,2.4375,3.5625,1.5625,2.5625,-40.28155517578125,-41.52724075317383,6,4,-6.713592529296875,-10.381810188293457,-46.040740966796875,-19.490570068359375,-7.6734568277994795,-4.872642517089844,-42.90590286254883,-23.859392166137695,-7.150983810424805,-5.964848041534424,2.624347686767578,-17.667848587036133
94,576,eval,word_initial,1.965761423110962,0.5387152433395386,The Convict (1910 film),Zhou Tong (archer),194,False,,3.1875,2.75,2.9375,3.1875,2.375,3.0,2.4375,3.5625,0.34375,0.96875,-46.36347198486328,-53.351470947265625,10,6,-4.6363471984863285,-8.891911824544271,-54.40311813354492,-37.72697067260742,-5.4403118133544925,-6.28782844543457,-46.29182434082031,-38.25136947631836,-4.629182434082031,-6.37522824605306,-0.07164764404296875,-15.100101470947266
95,297,eval,word_initial,0.0404888801276683,0.9950457811355592,The Moth (Lost),Comair Flight 5191,195,False,,0.5625,1.0,2.3125,1.6875,2.375,2.25,2.4375,3.5625,2.25,2.8125,-41.240604400634766,-53.78668975830078,6,8,-6.873434066772461,-6.723336219787598,-61.15129089355469,-32.326175689697266,-10.191881815592447,-4.040771961212158,-41.304866790771484,-39.007965087890625,-6.884144465128581,-4.875995635986328,0.06426239013671875,-14.778724670410156
96,62,eval,word_initial,0.2917990088462829,0.9553833603858948,Joe Nathan,Elgin Cathedral,196,False,,3.21875,3.4375,4.0625,3.625,2.9375,3.0625,2.4375,3.5625,3.75,4.1875,-18.46574592590332,-36.842140197753906,2,3,-9.23287296295166,-12.280713399251303,-39.59474182128906,-21.286006927490234,-19.79737091064453,-7.095335642496745,-25.789531707763672,-19.181543350219727,-12.894765853881836,-6.393847783406575,7.323785781860352,-17.66059684753418
97,5,eval,punctuation,3.177055835723877,0.2724564373493194,2011 – 12 Columbus Blue Jackets season,Islais Creek,197,False,,2.28125,2.28125,3.0625,3.3125,2.0625,2.6875,2.4375,3.5625,2.65625,3.1875,-37.691612243652344,-36.47007751464844,13,3,-2.899354787973257,-12.156692504882812,-65.29447174072266,-25.54010772705078,-5.022651672363281,-8.51336924235026,-44.74567413330078,-32.546077728271484,-3.441974933330829,-10.848692576090494,7.0540618896484375,-3.923999786376953
98,550,eval,word_piece,0.9751981496810912,0.6970856189727783,Skye,"14.1 years), 115mCd (t1 / 2",198,False,,-0.25,-0.5,-0.8125,0.0,3.0,0.5625,2.4375,3.5625,0.5625,0.125,-26.16608428955078,-127.73690795898438,2,19,-13.08304214477539,-6.72299515573602,-27.945077896118164,-135.4098358154297,-13.972538948059082,-7.126833463969984,-19.94536590576172,-127.9541244506836,-9.97268295288086,-6.734427602667558,-6.2207183837890625,0.21721649169921875
99,337,eval,word_initial,4.527798652648926,0.3236514031887054,Maggie Simpson,Superman: Escape from Krypton,199,False,,2.4375,2.6875,2.5625,2.8125,2.5625,3.125,2.4375,3.5625,2.8125,3.5,-24.261001586914062,-36.13343811035156,2,6,-12.130500793457031,-6.022239685058594,-27.821664810180664,-34.27006149291992,-13.910832405090332,-5.711676915486653,-22.042463302612305,-35.176063537597656,-11.021231651306152,-5.862677256266276,-2.218538284301758,-0.9573745727539062
100,379,eval,word_initial,0.2209740430116653,0.963945209980011,Politics of Croatia,Tropical Storm Brenda (1960),0,False,,2.875,0.9375,2.5625,1.875,3.0,2.3125,2.4375,3.5625,1.5625,1.5,-15.687050819396973,-61.806976318359375,3,9,-5.229016939798991,-6.867441813151042,-44.33456802368164,-38.01298904418945,-14.778189341227213,-4.2236654493543835,-25.977642059326172,-35.465335845947266,-8.65921401977539,-3.9405928717719183,10.2905912399292,-26.34164047241211
101,538,eval,word_initial,0.6954081058502197,0.9069049954414368,DuMont Television Network,Hoover Dam,1,False,,2.40625,2.59375,3.8125,2.40625,3.125,3.3125,2.4375,3.5625,3.0625,4.0,-26.08094024658203,-28.821319580078125,4,2,-6.520235061645508,-14.410659790039062,-38.76324462890625,-17.235231399536133,-9.690811157226562,-8.617615699768066,-28.382564544677734,-22.599742889404297,-7.095641136169434,-11.299871444702148,2.301624298095703,-6.221576690673828
102,75,eval,word_initial,2.0288679599761963,0.4419825673103332,Sarnia,Cape lobster,2,False,,3.4375,2.625,2.875,2.75,2.75,2.8125,2.4375,3.5625,1.3125,1.375,-19.207536697387695,-40.889617919921875,3,2,-6.402512232462565,-20.444808959960938,-23.839263916015625,-22.981374740600586,-7.946421305338542,-11.490687370300293,-23.46190643310547,-30.716915130615234,-7.820635477701823,-15.358457565307617,4.254369735717773,-10.17270278930664
103,95,eval,word_initial,1.6044440269470217,0.460409939289093,Why Does It Hurt So Bad,June 1941 uprising in eastern Herzegovina,3,False,,-1.65625,0.21875,4.0625,2.625,1.0,1.75,2.4375,3.5625,-0.59375,2.5625,-44.15190505981445,-84.05204010009766,6,12,-7.358650843302409,-7.004336675008138,-46.333221435546875,-49.0732536315918,-7.7222035725911455,-4.089437802632649,-43.881927490234375,-62.063358306884766,-7.3136545817057295,-5.1719465255737305,-0.2699775695800781,-21.98868179321289
104,469,eval,word_initial,1.5631734132766724,0.6893309354782104,Martin Keamy,Pokiri,4,False,,2.0625,2.0,3.125,2.25,2.8125,3.0,2.4375,3.5625,1.5,1.5,-35.86275863647461,-37.78382873535156,3,2,-11.95425287882487,-18.89191436767578,-43.91168975830078,-32.91230773925781,-14.637229919433594,-16.456153869628906,-40.373260498046875,-30.253955841064453,-13.457753499348959,-15.126977920532227,4.510501861572266,-7.529872894287109
105,99,eval,word_initial,1.5631064176559448,0.6136959195137024,New Year's Eve (Up All Night),Rebbie Jackson,5,False,,2.375,2.6875,4.0625,3.4375,2.4375,2.875,2.4375,3.5625,1.5,2.0625,-43.07618713378906,-33.51731491088867,9,3,-4.786243014865452,-11.172438303629557,-45.2397346496582,-14.9987154006958,-5.026637183295356,-4.999571800231934,-41.47301483154297,-24.058578491210938,-4.6081127590603295,-8.019526163736979,-1.6031723022460938,-9.458736419677734
106,381,eval,word_initial,0.7533829808235168,0.8640279769897461,Brandon Minor,Missouri River,6,False,,2.4375,1.5625,3.9375,2.6875,3.0625,2.75,2.4375,3.5625,3.1875,3.125,-28.970022201538086,-22.704442977905273,2,2,-14.485011100769043,-11.352221488952637,-36.161685943603516,-20.48635482788086,-18.080842971801758,-10.24317741394043,-33.67620086669922,-26.211151123046875,-16.83810043334961,-13.105575561523438,4.706178665161133,3.5067081451416016
107,280,eval,word_piece,0.6757218837738037,0.7641422152519226,The Archaeology of Ritual and Magic,Etymology of Wicca,7,False,,2.25,1.875,2.75,2.375,2.875,2.75,2.4375,3.5625,3.40625,3.03125,-48.67316436767578,-51.438453674316406,7,6,-6.953309195382254,-8.573075612386068,-50.6392936706543,-23.624235153198242,-7.234184810093471,-3.9373725255330405,-43.17546081542969,-30.533296585083008,-6.1679229736328125,-5.088882764180501,-5.497703552246094,-20.9051570892334
108,91,eval,word_initial,1.2194268703460691,0.3638011813163757,Dangerously in Love Tour,Coldrum Long Barrow,8,False,,3.625,3.375,4.0,3.5625,2.8125,3.125,2.4375,3.5625,2.03125,2.53125,-35.33677673339844,-64.64997863769531,5,5,-7.067355346679688,-12.929995727539062,-67.37444305419922,-40.84960174560547,-13.474888610839844,-8.169920349121094,-47.5389289855957,-41.20952224731445,-9.50778579711914,-8.24190444946289,12.202152252197266,-23.44045639038086
109,303,eval,word_initial,1.2978155612945557,0.3958549499511719,M-5 (Michigan highway),Rocky Mountain Horse,9,False,,0.625,0.4375,1.75,0.5,2.6875,2.625,2.4375,3.5625,3.25,2.8125,-45.8778076171875,-30.6501522064209,7,3,-6.553972516741071,-10.216717402140299,-61.11812973022461,-21.506465911865234,-8.731161390032087,-7.168821970621745,-47.55327224731445,-25.94554901123047,-6.7933246067592075,-8.648516337076822,1.6754646301269531,-4.70460319519043
110,160,eval,word_initial,0.5697596669197083,0.8136385083198547,Protein,"Galveston, Texas",10,True,,2.8125,2.0625,4.125,3.375,2.625,3.1875,2.4375,3.5625,0.9375,4.4375,-11.898307800292969,-27.0362491607666,1,5,-11.898307800292969,-5.407249832153321,-24.897615432739258,-14.896613121032715,-24.897615432739258,-2.979322624206543,-17.597457885742188,-21.329978942871094,-17.597457885742188,-4.265995788574219,5.699150085449219,-5.706270217895508
111,55,eval,word_initial,0.951945662498474,0.7413548231124878,2013 – 14 York City F.C. season,G.I. Joe: Retaliation,11,False,,4.25,3.8125,3.875,3.6875,2.0625,2.5,2.4375,3.5625,2.25,2.03125,-38.05351638793945,-44.61151123046875,15,8,-2.536901092529297,-5.576438903808594,-97.69224548339844,-26.410764694213867,-6.512816365559896,-3.3013455867767334,-60.41678237915039,-32.51554870605469,-4.0277854919433596,-4.064443588256836,22.363265991210938,-12.095962524414062
112,591,eval,word_initial,0.9206724762916564,0.588740348815918,2 / 4th Machine Gun Battalion (Australia),"Strand, London",12,False,,1.65625,1.75,3.0625,2.3125,1.625,2.875,2.4375,3.5625,2.03125,2.9375,-51.646575927734375,-50.10790252685547,12,3,-4.303881327311198,-16.70263417561849,-107.84293365478516,-26.18004035949707,-8.986911137898764,-8.726680119832357,-66.1447982788086,-42.259029388427734,-5.51206652323405,-14.086343129475912,14.498222351074219,-7.848873138427734
113,52,eval,punctuation,1.4477505683898926,0.4693260192871094,Hadji Ali,USS Breese (DD-122),13,False,,0.5,-0.5,1.0625,0.8125,2.8125,2.0625,2.4375,3.5625,3.375,3.3125,-30.800613403320312,-46.75860595703125,3,10,-10.266871134440104,-4.675860595703125,-48.99468994140625,-34.67531967163086,-16.331563313802082,-3.4675319671630858,-23.380685806274414,-35.90928268432617,-7.793561935424805,-3.5909282684326174,-7.419927597045898,-10.849323272705078
114,47,eval,word_initial,0.936162769794464,0.7740042805671692,Christmas 1994 nor 'easter,Bath Assembly Rooms,14,False,,0.1875,2.1875,3.5,2.6875,1.4375,2.875,2.4375,3.5625,1.84375,4.3125,-69.6124496459961,-56.128883361816406,10,3,-6.96124496459961,-18.709627787272137,-97.77184295654297,-24.9853572845459,-9.777184295654298,-8.328452428181967,-62.608192443847656,-42.03211212158203,-6.2608192443847654,-14.010704040527344,-7.0042572021484375,-14.096771240234375
115,415,eval,punctuation,2.0692484378814697,0.5000041127204895,Clocks (song),Odyssey Number Five,15,False,,1.71875,2.09375,4.25,2.59375,3.125,3.0,2.4375,3.5625,1.625,2.0625,-31.846315383911133,-36.042083740234375,5,3,-6.369263076782227,-12.014027913411459,-38.74814987182617,-39.116004943847656,-7.749629974365234,-13.038668314615885,-35.0407829284668,-38.05774688720703,-7.008156585693359,-12.68591562906901,3.194467544555664,2.0156631469726562
116,212,eval,word_initial,1.9339425563812256,0.4329724907875061,Trials and Tribble-ations,Harold Innis,16,False,,2.5,2.5625,2.6875,2.5,2.875,3.1875,2.4375,3.5625,1.1875,2.625,-38.34501266479492,-29.954465866088867,6,3,-6.390835444132487,-9.984821955362955,-54.9419059753418,-13.355124473571777,-9.156984329223633,-4.451708157857259,-47.947235107421875,-22.427730560302734,-7.9912058512369795,-7.475910186767578,9.602222442626953,-7.526735305786133
117,221,eval,word_initial,2.419208288192749,0.2578885853290558,Marauders (Star Trek: Enterprise),World War Z,17,False,,2.8125,2.9375,3.3125,2.3125,2.625,3.125,2.4375,3.5625,1.5625,2.125,-37.43206787109375,-22.410099029541016,9,3,-4.15911865234375,-7.470033009847005,-44.46857452392578,-18.613101959228516,-4.940952724880642,-6.204367319742839,-43.60308837890625,-24.323402404785156,-4.84478759765625,-8.107800801595053,6.1710205078125,1.9133033752441406
118,567,eval,word_initial,2.426762819290161,0.49062579870224,Sang Pencerah,Boise National Forest,18,False,,1.875,1.125,3.125,2.5625,2.6875,2.875,2.4375,3.5625,1.625,2.25,-42.466434478759766,-46.03472137451172,4,3,-10.616608619689941,-15.34490712483724,-63.94188690185547,-24.70947265625,-15.985471725463867,-8.236490885416666,-47.55198669433594,-29.676652908325195,-11.887996673583984,-9.892217636108398,5.085552215576172,-16.358068466186523
119,296,eval,word_initial,0.2132393270730972,0.9666415452957152,Mogadishu,"Richard Nixon presidential campaign, 1968",19,False,,1.78125,0.5,1.8125,1.0,3.0,2.0625,2.4375,3.5625,-0.0625,0.3125,-16.052358627319336,-72.69859313964844,4,10,-4.013089656829834,-7.269859313964844,-27.99607276916504,-41.78071212768555,-6.99901819229126,-4.178071212768555,-22.140010833740234,-45.535362243652344,-5.535002708435059,-4.553536224365234,6.087652206420898,-27.163230895996094
120,393,eval,word_initial,1.48235285282135,0.6141273379325867,Chapter 1 (House of Cards),Battle of Hubbardton,20,False,,1.8125,2.375,4.0,3.375,2.6875,3.0,2.4375,3.5625,3.9375,4.53125,-36.56363296508789,-45.46116256713867,8,4,-4.570454120635986,-11.365290641784668,-48.23006820678711,-27.425148010253906,-6.028758525848389,-6.856287002563477,-35.618797302246094,-26.66017723083496,-4.452349662780762,-6.66504430770874,-0.9448356628417969,-18.80098533630371
121,373,eval,word_piece,1.6819289922714231,0.5487661361694336,The Stolen Eagle,Dave Sisler,21,False,,1.75,1.6875,2.6875,2.3125,3.125,2.9375,2.4375,3.5625,2.6875,2.625,-33.57530212402344,-34.60279083251953,4,4,-8.39382553100586,-8.650697708129883,-37.36763000488281,-30.912988662719727,-9.341907501220703,-7.728247165679932,-35.65525817871094,-30.87388801574707,-8.913814544677734,-7.718472003936768,2.0799560546875,-3.728902816772461
122,281,eval,word_piece,0.2711125314235687,0.96564519405365,History of Braathens SAFE (1946 – 93),"George Calvert, 1st Baron Baltimore",22,False,,2.34375,1.5625,2.4375,2.5625,1.4375,1.8125,2.4375,3.5625,2.0,2.4375,-85.09241485595703,-57.85902404785156,16,9,-5.3182759284973145,-6.428780449761285,-111.7757568359375,-19.624786376953125,-6.985984802246094,-2.1805318196614585,-104.58206176757812,-33.67960739135742,-6.536378860473633,-3.7421785990397134,19.489646911621094,-24.17941665649414
123,517,eval,word_initial,1.4360129833221436,0.4906732439994812,Loverboy (Mariah Carey song),Hemmema,23,False,,0.46875,1.03125,2.5625,1.875,2.5625,2.875,2.4375,3.5625,1.3125,2.0,-43.374977111816406,-47.27448272705078,8,3,-5.421872138977051,-15.758160909016928,-71.7115249633789,-40.72607421875,-8.963940620422363,-13.575358072916666,-44.121028900146484,-39.04926300048828,-5.5151286125183105,-13.01642100016276,0.7460517883300781,-8.2252197265625
124,419,eval,punctuation,1.2758471965789795,0.618771493434906,Stefan Wever,Far Away Places (Mad Men),24,False,,3.25,2.75,4.4375,3.40625,3.0,2.9375,2.4375,3.5625,0.9375,0.75,-37.76386642456055,-70.3526382446289,3,7,-12.587955474853516,-10.050376892089844,-35.955020904541016,-53.40913009643555,-11.985006968180338,-7.629875728062221,-29.45976448059082,-50.65285110473633,-9.819921493530273,-7.236121586390904,-8.304101943969727,-19.699787139892578
125,465,eval,word_piece,0.0478106699883937,0.99440336227417,Corpus Christi Bay,John Cullen,25,False,,4.1875,4.0,4.0,3.75,2.875,2.875,2.4375,3.5625,1.75,1.28125,-22.964473724365234,-26.392436981201172,4,3,-5.741118431091309,-8.797478993733725,-28.930339813232422,-21.746356964111328,-7.2325849533081055,-7.248785654703776,-27.749265670776367,-25.421672821044922,-6.937316417694092,-8.473890940348307,4.784791946411133,-0.97076416015625
126,464,eval,word_piece,1.335012435913086,0.4562287926673889,1998 National League Wild Card tie-breaker game,Mega Man & Bass,26,False,,4.6875,4.625,4.625,3.9375,2.1875,3.25,2.4375,3.5625,2.8125,3.46875,-59.3277702331543,-61.59642028808594,13,4,-4.563674633319561,-15.399105072021484,-75.24531555175781,-31.288179397583008,-5.7881011962890625,-7.822044849395752,-64.76164245605469,-43.02287673950195,-4.981664804311899,-10.755719184875488,5.433872222900391,-18.573543548583984
127,557,eval,word_piece,2.957185745239258,0.401785284280777,The Good Terrorist,Rio de Janeiro bid for the 2016 Summer Olympics,27,False,,4.3125,3.5625,5.0,4.125,3.25,2.125,2.4375,3.5625,2.8125,3.5,-34.030540466308594,-68.1648941040039,4,13,-8.507635116577148,-5.243453392615685,-42.75782775878906,-28.1013240814209,-10.689456939697266,-2.161640313955454,-29.14556121826172,-41.90888214111328,-7.28639030456543,-3.2237601647010217,-4.884979248046875,-26.256011962890625
128,331,eval,word_initial,1.0283615589141846,0.6154062747955322,Arikamedu,The Importance of Being Earnest,28,False,,1.375,0.1875,2.0,1.0625,2.6875,2.875,2.4375,3.5625,0.125,0.125,-22.098655700683594,-56.00716781616211,4,6,-5.524663925170898,-9.334527969360352,-40.252647399902344,-29.750513076782227,-10.063161849975586,-4.958418846130371,-25.33966827392578,-27.099166870117188,-6.334917068481445,-4.516527811686198,3.2410125732421875,-28.908000946044922
129,98,eval,word_initial,0.964145302772522,0.702376663684845,"West Hendford Cricket Ground, Yeovil",HMS Boreas (H77),29,False,,1.84375,1.71875,2.75,2.875,1.8125,2.1875,2.4375,3.5625,1.4375,2.1875,-70.0111312866211,-55.925411224365234,9,9,-7.779014587402344,-6.213934580485026,-76.70133209228516,-43.68226623535156,-8.522370232476128,-4.853585137261285,-73.92955017089844,-42.35982131958008,-8.214394463433159,-4.7066468132866754,3.9184188842773438,-13.565589904785156
130,26,eval,word_initial,4.6618523597717285,0.1621715724468231,Johnson – Corey – Chaykovsky reaction,St Nazaire Raid,30,False,,2.78125,2.875,3.125,2.9375,1.5,2.9375,2.4375,3.5625,2.625,4.0,-60.630001068115234,-47.19976806640625,9,4,-6.736666785346137,-11.799942016601562,-100.73445129394531,-33.60936737060547,-11.192716810438368,-8.402341842651367,-90.62146759033203,-38.29673767089844,-10.069051954481337,-9.57418441772461,29.991466522216797,-8.903030395507812
131,435,eval,punctuation,3.871659278869629,0.145909383893013,Hydnellum peckii,Ouw Peh Tjoa,31,False,,2.375,2.25,2.625,2.75,2.5,2.1875,2.4375,3.5625,1.25,1.03125,-38.899810791015625,-61.823570251464844,7,7,-5.557115827287946,-8.83193860735212,-57.316253662109375,-68.65684509277344,-8.188036237444196,-9.808120727539062,-38.29952621459961,-56.0399284362793,-5.4713608877999445,-8.005704062325615,-0.6002845764160156,-5.783641815185547
132,426,eval,word_piece,2.6471736431121826,0.4689787924289703,The One I Love (manga),Principe Amedeo-class ironclad,32,False,,1.75,1.71875,2.5625,2.1875,2.9375,1.8125,2.4375,3.5625,0.875,0.78125,-42.48054885864258,-73.34781646728516,8,10,-5.310068607330322,-7.334781646728516,-85.85347747802734,-59.71068572998047,-10.731684684753418,-5.971068572998047,-43.883338928222656,-58.438758850097656,-5.485417366027832,-5.843875885009766,1.4027900695800781,-14.9090576171875
133,223,eval,word_piece,1.6524819135665894,0.4646284580230713,Otra Nota,Hurricane Lorenzo (2007),33,False,,0.5625,-0.1875,0.75,-0.0625,3.125,2.5625,2.4375,3.5625,1.8125,0.875,-39.056278228759766,-43.85860061645508,4,8,-9.764069557189941,-5.482325077056885,-38.81650161743164,-29.250106811523438,-9.70412540435791,-3.6562633514404297,-33.61996078491211,-37.92716598510742,-8.404990196228027,-4.740895748138428,-5.436317443847656,-5.931434631347656
134,97,eval,word_piece,0.0096930852159857,0.9990320205688475,"Papal conclave, 1769",Weather buoy,34,False,,2.0625,2.375,1.9375,2.4375,1.6875,2.9375,2.4375,3.5625,2.9375,2.875,-51.609371185302734,-33.01637268066406,10,2,-5.160937118530273,-16.50818634033203,-78.63457489013672,-20.914535522460938,-7.863457489013672,-10.457267761230469,-50.4075927734375,-29.90454864501953,-5.04075927734375,-14.952274322509766,-1.2017784118652344,-3.1118240356445312
135,33,eval,word_initial,1.688603162765503,0.4301143586635589,Devin Townsend,HMS Hostile (H55),35,False,,3.1875,2.125,2.625,2.8125,3.1875,2.3125,2.4375,3.5625,1.375,1.9375,-22.085262298583984,-64.2905502319336,2,8,-11.042631149291992,-8.0363187789917,-35.431488037109375,-37.86673355102539,-17.715744018554688,-4.733341693878174,-23.790359497070312,-43.472843170166016,-11.895179748535156,-5.434105396270752,1.7050971984863281,-20.817707061767578
136,96,eval,punctuation,0.1070789247751236,0.9826038479804992,Hurricane Omar (2008),"Saint Leonard Catholic Church (Madison, Nebraska)",36,False,,2.0625,2.125,2.0625,2.9375,2.6875,2.0,2.4375,3.5625,2.1875,2.375,-32.285011291503906,-70.31484985351562,8,10,-4.035626411437988,-7.031484985351563,-50.248477935791016,-64.88967895507812,-6.281059741973877,-6.4889678955078125,-29.502456665039062,-59.96528625488281,-3.687807083129883,-5.996528625488281,-2.7825546264648438,-10.349563598632812
137,540,eval,word_initial,3.4534332752227783,0.2724482119083404,"Waterfall Gully, South Australia",First Battle of Maryang San,37,False,,2.5625,1.875,3.8125,2.625,2.375,2.4375,2.4375,3.5625,2.03125,2.15625,-43.83570098876953,-64.5134506225586,7,6,-6.262242998395648,-10.752241770426432,-58.523780822753906,-41.98574447631836,-8.360540117536273,-6.9976240793863935,-47.26185607910156,-41.15512466430664,-6.7516937255859375,-6.8591874440511065,3.4261550903320312,-23.358325958251953
138,384,eval,punctuation,0.1407545059919357,0.974965512752533,Laurence Olivier,"No result, Pts",38,False,,2.75,0.6875,3.1875,2.1875,3.1875,2.5,2.4375,3.5625,2.25,2.3125,-17.689512252807617,-59.465965270996094,3,5,-5.896504084269206,-11.89319305419922,-29.366655349731445,-53.522064208984375,-9.788885116577148,-10.704412841796875,-20.747093200683594,-50.48260498046875,-6.915697733561198,-10.09652099609375,3.0575809478759766,-8.983360290527344
139,579,eval,word_piece,0.8721409440040588,0.790145218372345,Corythosaurus,Grammy Award for Best Concept Music Video,39,False,,1.6875,1.25,1.8125,2.0625,2.9375,2.5,2.4375,3.5625,1.6875,1.875,-16.459779739379883,-80.83716583251953,4,7,-4.114944934844971,-11.54816654750279,-32.19621658325195,-40.56802749633789,-8.049054145812988,-5.795432499476841,-25.331514358520508,-46.70840072631836,-6.332878589630127,-6.672628675188337,8.871734619140625,-34.12876510620117
140,315,eval,word_piece,0.01003123447299,0.9990850687026978,The Litigators,Europium,40,False,,3.625,2.875,3.875,3.4375,3.1875,2.8125,2.4375,3.5625,3.0,4.0,-34.5391731262207,-30.657522201538086,3,2,-11.513057708740234,-15.328761100769043,-46.136932373046875,-14.659448623657227,-15.378977457682291,-7.329724311828613,-34.177345275878906,-21.747947692871094,-11.392448425292969,-10.873973846435547,-0.3618278503417969,-8.909574508666992
141,317,eval,punctuation,1.2495945692062378,0.7072787284851074,Sclerodermatineae,Species (film),41,False,,2.4375,2.0,3.5625,2.6875,2.125,2.9375,2.4375,3.5625,1.1875,1.6875,-26.576581954956055,-33.160247802734375,8,4,-3.322072744369507,-8.290061950683594,-50.073387145996094,-33.156761169433594,-6.259173393249512,-8.289190292358398,-41.299598693847656,-32.723995208740234,-5.162449836730957,-8.180998802185059,14.723016738891602,-0.4362525939941406
142,77,eval,word_initial,3.3341848850250244,0.3206658959388733,Norman Finkelstein,Blackwyche,42,False,,2.9375,2.75,2.875,2.875,3.125,2.75,2.4375,3.5625,1.875,1.9375,-16.892215728759766,-46.180702209472656,4,3,-4.223053932189941,-15.393567403157553,-35.827022552490234,-40.116485595703125,-8.956755638122559,-13.372161865234375,-19.072139739990234,-36.141292572021484,-4.768034934997559,-12.047097524007162,2.1799240112304688,-10.039409637451172
143,105,eval,word_piece,0.0002400887169642,0.9999819993972778,Frederick Reines,Liu Kang,43,False,,3.625,2.5625,3.75,3.875,3.0625,2.9375,2.4375,3.5625,4.125,4.21875,-20.130081176757812,-31.860092163085938,3,2,-6.7100270589192705,-15.930046081542969,-36.147911071777344,-23.614686965942383,-12.049303690592447,-11.807343482971191,-24.630746841430664,-21.015975952148438,-8.210248947143555,-10.507987976074219,4.500665664672852,-10.8441162109375
144,216,eval,word_piece,0.5313752889633179,0.7772226333618164,Mycena galericulata,Monty Can 't Buy Me Love,44,False,,3.5,2.5,3.6875,3.625,2.6875,2.0,2.4375,3.5625,1.875,0.9375,-22.32432746887207,-53.3286247253418,7,8,-3.1891896384102956,-6.666078090667725,-47.9896125793457,-56.82979965209961,-6.855658939906529,-7.103724956512451,-27.402441024780273,-52.54336929321289,-3.9146344321114674,-6.567921161651611,5.078113555908203,-0.7852554321289062
145,359,eval,punctuation,2.5072638988494873,0.2595648467540741,Tropical Storm Abby (1964),Truth in Numbers?,45,False,,0.0,-0.3125,2.5625,1.375,2.1875,2.3125,2.4375,3.5625,2.8125,2.375,-44.40351867675781,-52.17322540283203,9,4,-4.933724297417535,-13.043306350708008,-62.029537200927734,-43.095970153808594,-6.892170800103082,-10.773992538452148,-35.55964279174805,-37.57840347290039,-3.9510714213053384,-9.394600868225098,-8.843875885009766,-14.59482192993164
146,623,eval,word_initial,4.7125043869018555,0.1847860366106033,Perry the Platypus,Henry Hoʻolulu Pitman,46,False,,4.03125,3.5625,4.375,3.8125,2.9375,2.75,2.4375,3.5625,0.625,0.5625,-19.479257583618164,-56.540489196777344,5,6,-3.8958515167236327,-9.423414866129557,-40.495113372802734,-42.37696075439453,-8.099022674560548,-7.062826792399089,-24.119359970092773,-46.232383728027344,-4.823871994018555,-7.705397288004558,4.640102386474609,-10.30810546875
147,289,eval,word_initial,0.0004535032785497,0.9999650716781616,Battle of Merville Gun Battery,Gregory Helms,47,False,,2.625,2.375,2.75,2.5,2.75,2.9375,2.4375,3.5625,1.875,2.71875,-27.345561981201172,-28.15311050415039,6,3,-4.557593663533528,-9.38437016805013,-63.08760070800781,-16.597688674926758,-10.514600118001303,-5.532562891642253,-40.64299011230469,-20.328012466430664,-6.773831685384114,-6.776004155476888,13.297428131103516,-7.825098037719727
